Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
55,0,Travel_Rarely,Research & Development,6,1,Life Sciences,1400,Female,2,Laboratory Technician,Single,26550,8.0,17,0,36.0,0,24,2,15,2,3,3.0,2.0,3.0
34,0,Travel_Frequently,Human Resources,7,4,Other,1401,Female,1,Research Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,4,3,4.0,3.0,2.0
51,0,Travel_Rarely,Human Resources,4,2,Human Resources,1402,Male,2,Sales Representative,Single,25700,3.0,18,0,21.0,2,7,1,0,3,3,4.0,2.0,3.0
52,0,Travel_Rarely,Research & Development,2,4,Medical,1403,Female,2,Sales Representative,Married,35370,0.0,11,1,34.0,3,33,11,9,3,3,3.0,3.0,3.0
27,0,Travel_Rarely,Sales,15,3,Marketing,1404,Male,1,Research Scientist,Single,39860,1.0,12,2,7.0,3,7,0,3,3,3,4.0,2.0,2.0
35,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1405,Female,2,Research Director,Married,108830,3.0,12,0,8.0,3,1,0,1,4,3,2.0,3.0,3.0
43,0,Non-Travel,Research & Development,6,2,Medical,1406,Male,1,Healthcare Representative,Divorced,20280,4.0,20,1,7.0,2,5,2,2,2,4,4.0,4.0,4.0
45,0,Non-Travel,Research & Development,9,2,Medical,1407,Female,1,Sales Executive,Married,95250,9.0,19,0,22.0,3,20,11,8,3,3,1.0,4.0,3.0
37,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1408,Female,1,Research Scientist,Married,29290,1.0,12,0,8.0,2,8,1,7,1,3,2.0,1.0,3.0
35,0,Travel_Frequently,Research & Development,1,3,Other,1409,Male,2,Research Director,Single,22750,5.0,13,0,10.0,2,6,1,2,4,3,2.0,2.0,3.0
42,0,Non-Travel,Research & Development,1,1,Technical Degree,1410,Male,2,Sales Executive,Divorced,78790,2.0,11,1,11.0,2,5,0,2,3,3,3.0,3.0,3.0
38,0,Travel_Rarely,Sales,8,2,Marketing,1411,Male,5,Research Scientist,Married,49300,9.0,14,0,14.0,0,1,0,0,3,3,4.0,3.0,3.0
38,0,Travel_Rarely,Human Resources,25,1,Human Resources,1412,Female,1,Manufacturing Director,Married,78470,3.0,14,1,9.0,3,7,1,7,4,3,4.0,4.0,1.0
27,0,Travel_Frequently,Research & Development,13,4,Medical,1413,Male,1,Manager,Married,44010,5.0,13,0,6.0,4,2,2,0,2,3,3.0,1.0,3.0
49,0,Non-Travel,Research & Development,23,1,Other,1414,Female,2,Sales Executive,Divorced,92410,1.0,19,1,7.0,5,7,1,7,3,3,4.0,4.0,3.0
34,0,Travel_Frequently,Research & Development,7,2,Medical,1415,Male,4,Sales Representative,Divorced,29740,1.0,23,0,5.0,2,5,2,0,3,4,4.0,3.0,4.0
40,0,Travel_Rarely,Research & Development,23,3,Medical,1416,Female,1,Laboratory Technician,Married,45020,8.0,12,2,15.0,0,7,3,7,2,3,3.0,4.0,4.0
38,1,Travel_Rarely,Sales,6,4,Life Sciences,1417,Female,3,Research Scientist,Married,107480,7.0,15,0,17.0,3,1,0,0,3,3,2.0,1.0,3.0
29,1,Travel_Rarely,Sales,10,2,Life Sciences,1418,Female,2,Research Scientist,Married,15550,1.0,19,2,10.0,2,10,1,9,3,3,2.0,4.0,2.0
22,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1419,Female,4,Healthcare Representative,Divorced,129360,1.0,11,2,4.0,3,4,2,2,3,3,4.0,2.0,2.0
36,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1420,Female,2,Laboratory Technician,Single,23050,1.0,17,0,8.0,3,8,1,7,3,3,2.0,4.0,3.0
40,0,Non-Travel,Research & Development,28,2,Life Sciences,1421,Male,1,Manufacturing Director,Married,167040,9.0,22,0,5.0,2,3,0,2,4,4,4.0,4.0,1.0
46,0,Travel_Rarely,Research & Development,25,1,Medical,1422,Male,5,Research Scientist,Divorced,34330,7.0,18,0,17.0,3,4,0,3,3,3,4.0,1.0,3.0
32,1,Travel_Rarely,Research & Development,5,3,Medical,1423,Male,1,Healthcare Representative,Married,34770,1.0,11,0,14.0,2,14,9,8,4,3,4.0,4.0,2.0
30,0,Non-Travel,Research & Development,17,4,Life Sciences,1424,Male,2,Healthcare Representative,Single,64300,1.0,12,1,12.0,2,11,5,8,2,3,3.0,3.0,3.0
27,0,Travel_Frequently,Research & Development,18,2,Medical,1425,Female,1,Laboratory Technician,Single,65160,1.0,19,1,7.0,4,7,0,7,3,3,4.0,3.0,3.0
51,0,Travel_Rarely,Research & Development,2,1,Medical,1426,Female,1,Manufacturing Director,Married,39070,5.0,13,0,16.0,2,10,4,7,3,3,2.0,2.0,1.0
30,1,Travel_Rarely,Research & Development,10,4,Life Sciences,1427,Female,2,Research Scientist,Single,55620,5.0,13,0,8.0,3,5,0,4,2,3,4.0,1.0,3.0
41,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1428,Male,2,Human Resources,Single,68830,3.0,19,2,16.0,3,1,0,0,2,3,4.0,4.0,3.0
30,1,Travel_Frequently,Sales,3,2,Medical,1429,Male,2,Healthcare Representative,Single,28620,5.0,14,0,9.0,2,6,0,1,2,3,3.0,1.0,2.0
29,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1430,Male,1,Sales Executive,Single,49780,0.0,13,0,7.0,3,6,1,5,2,3,3.0,3.0,2.0
45,0,Non-Travel,Research & Development,2,3,Medical,1431,Female,2,Research Scientist,Single,103680,6.0,12,2,23.0,2,19,12,8,3,3,4.0,4.0,3.0
54,0,Travel_Rarely,Sales,8,2,Marketing,1432,Female,2,Laboratory Technician,Married,61340,2.0,19,0,16.0,2,6,0,5,2,3,4.0,1.0,3.0
36,0,Travel_Rarely,Research & Development,16,4,Life Sciences,1433,Male,1,Healthcare Representative,Single,67350,8.0,25,2,16.0,3,13,3,7,2,4,4.0,2.0,4.0
33,0,Travel_Rarely,Sales,9,1,Other,1434,Female,3,Sales Executive,Married,32950,6.0,22,2,7.0,2,3,1,1,3,4,3.0,2.0,3.0
37,0,Travel_Frequently,Sales,2,4,Life Sciences,1435,Male,2,Laboratory Technician,Divorced,52380,1.0,15,1,10.0,5,10,0,7,3,3,2.0,4.0,3.0
38,0,Travel_Rarely,Research & Development,1,2,Medical,1436,Male,4,Laboratory Technician,Divorced,64720,0.0,12,0,17.0,4,16,5,13,3,3,1.0,3.0,2.0
31,0,Non-Travel,Sales,4,1,Medical,1437,Female,3,Research Scientist,Married,96100,0.0,11,1,6.0,2,5,1,4,2,3,3.0,3.0,3.0
59,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1438,Female,3,Manager,Married,198330,3.0,13,0,7.0,2,1,0,0,3,3,3.0,4.0,3.0
37,0,Travel_Frequently,Sales,2,3,Marketing,1439,Female,2,Laboratory Technician,Divorced,97560,4.0,19,0,13.0,2,9,5,8,3,3,1.0,4.0,3.0
29,0,Travel_Frequently,Sales,15,4,Medical,1440,Female,1,Sales Executive,Married,49680,1.0,19,3,11.0,4,11,4,1,3,3,2.0,4.0,3.0
35,0,Travel_Frequently,Research & Development,19,3,Life Sciences,1441,Female,1,Sales Executive,Single,21450,1.0,13,0,10.0,6,10,0,8,2,3,3.0,3.0,4.0
29,1,Travel_Rarely,Research & Development,7,1,Life Sciences,1442,Female,1,Research Scientist,Single,21800,1.0,21,0,4.0,2,4,0,1,3,4,3.0,4.0,2.0
52,0,Travel_Rarely,Research & Development,1,2,Medical,1443,Female,4,Manager,Single,83460,7.0,14,0,6.0,5,2,2,2,3,3,3.0,4.0,2.0
42,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1444,Female,2,Sales Executive,Married,34450,1.0,11,2,22.0,2,22,11,15,3,3,3.0,4.0,3.0
59,0,Travel_Rarely,Research & Development,4,4,Technical Degree,1445,Male,1,Healthcare Representative,Married,27600,8.0,11,0,7.0,3,2,2,2,4,3,2.0,3.0,2.0
50,0,Travel_Rarely,Research & Development,11,2,Life Sciences,1446,Male,2,Sales Executive,Divorced,62940,3.0,23,1,32.0,2,7,0,6,4,4,4.0,4.0,2.0
33,1,Travel_Rarely,Sales,11,4,Marketing,1447,Male,1,Research Scientist,Married,71400,5.0,21,0,8.0,2,5,0,4,2,4,3.0,4.0,1.0
43,0,Travel_Rarely,Sales,1,3,Marketing,1448,Female,2,Manufacturing Director,Married,29320,5.0,24,0,22.0,3,17,1,9,3,4,4.0,4.0,3.0
33,1,Travel_Rarely,Sales,1,3,Life Sciences,1449,Male,2,Manager,Married,51470,7.0,11,0,13.0,2,9,1,7,3,3,1.0,1.0,4.0
52,0,Non-Travel,Research & Development,2,3,Technical Degree,1450,Male,1,Sales Executive,Single,45070,1.0,14,0,33.0,3,33,15,12,2,3,1.0,3.0,4.0
32,0,Travel_Rarely,Human Resources,13,4,Life Sciences,1451,Female,3,Manufacturing Director,Married,85640,2.0,16,1,6.0,2,4,1,2,2,3,3.0,2.0,3.0
32,1,Travel_Rarely,Sales,23,1,Life Sciences,1452,Male,3,Healthcare Representative,Single,24680,0.0,11,0,4.0,2,3,1,2,3,3,4.0,3.0,1.0
39,0,Travel_Rarely,Sales,26,4,Life Sciences,1453,Male,2,Research Director,Divorced,81610,7.0,12,1,7.0,2,3,1,2,4,3,3.0,3.0,3.0
32,0,Non-Travel,Sales,2,4,Marketing,1454,Male,4,Research Scientist,Married,21090,0.0,13,1,4.0,3,3,2,2,2,3,3.0,4.0,3.0
41,0,Travel_Rarely,Sales,29,3,Life Sciences,1455,Female,2,Laboratory Technician,Divorced,52940,2.0,15,0,17.0,3,1,0,0,2,3,3.0,1.0,2.0
40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1456,Male,1,Manufacturing Director,Divorced,27180,1.0,14,1,9.0,4,9,4,7,2,3,1.0,4.0,3.0
45,0,Travel_Rarely,Research & Development,18,1,Life Sciences,1457,Female,2,Sales Representative,Married,58110,0.0,14,0,25.0,4,24,1,7,2,3,3.0,4.0,3.0
31,0,Travel_Frequently,Research & Development,7,4,Medical,1458,Male,1,Research Scientist,Divorced,24370,9.0,14,1,9.0,3,2,2,2,4,3,2.0,3.0,3.0
33,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1459,Female,1,Sales Executive,Married,27660,1.0,12,1,2.0,2,2,0,2,3,3,3.0,4.0,2.0
34,0,Travel_Rarely,Research & Development,26,3,Other,1460,Female,1,Sales Executive,Married,190380,6.0,13,0,13.0,3,11,5,9,2,3,4.0,1.0,3.0
37,0,Travel_Rarely,Research & Development,22,5,Medical,1461,Female,2,Manufacturing Director,Married,30550,2.0,14,3,17.0,3,3,0,2,3,3,3.0,1.0,2.0
45,0,Travel_Frequently,Sales,21,1,Marketing,1462,Male,3,Research Scientist,Married,22890,4.0,13,0,9.0,3,3,0,2,2,3,1.0,3.0,3.0
37,1,Travel_Frequently,Sales,2,3,Marketing,1463,Male,1,Laboratory Technician,Divorced,40010,6.0,11,1,17.0,2,1,0,0,3,3,1.0,3.0,3.0
39,0,Travel_Frequently,Research & Development,22,3,Medical,1464,Female,1,Manufacturing Director,Single,129650,0.0,19,1,20.0,2,19,11,8,3,3,3.0,3.0,3.0
29,0,Travel_Rarely,Sales,4,3,Other,1465,Female,2,Human Resources,Single,35390,1.0,18,0,6.0,2,6,1,5,2,3,3.0,4.0,3.0
42,0,Travel_Rarely,Research & Development,5,4,Medical,1466,Female,1,Research Scientist,Single,60290,3.0,17,1,10.0,5,3,0,2,3,3,4.0,1.0,3.0
29,0,Travel_Rarely,Research & Development,2,4,Medical,1467,Male,1,Laboratory Technician,Divorced,26790,2.0,15,0,10.0,2,3,0,2,2,3,4.0,4.0,3.0
25,0,Travel_Rarely,Research & Development,25,2,Life Sciences,1468,Male,2,Sales Executive,Married,37020,0.0,20,0,5.0,4,4,1,2,3,4,1.0,3.0,3.0
42,0,Travel_Rarely,Sales,18,2,Medical,1469,Male,1,Laboratory Technician,Divorced,23980,0.0,14,1,10.0,2,9,7,8,2,3,4.0,3.0,3.0
40,0,Travel_Rarely,Research & Development,28,3,Medical,1470,Male,2,Laboratory Technician,Divorced,54680,0.0,12,0,22.0,6,21,3,9,4,3,1.0,3.0,3.0
51,0,Travel_Rarely,Sales,6,2,Life Sciences,1471,Female,1,Healthcare Representative,Married,131160,1.0,11,0,1.0,6,1,0,0,3,3,3.0,4.0,3.0
31,1,Travel_Frequently,Research & Development,10,1,Life Sciences,1472,Female,1,Research Scientist,Single,41890,0.0,23,1,6.0,3,5,1,4,2,4,3.0,2.0,4.0
32,0,Travel_Frequently,Research & Development,17,4,Other,1473,Male,4,Sales Executive,Married,193280,1.0,15,3,5.0,2,5,0,3,3,3,2.0,2.0,1.0
38,0,Non-Travel,Research & Development,2,5,Life Sciences,1474,Male,3,Human Resources,Married,83210,3.0,11,3,13.0,5,8,7,5,2,3,4.0,4.0,3.0
32,0,Travel_Rarely,Research & Development,10,1,Medical,1475,Male,1,Sales Executive,Single,23420,4.0,12,2,9.0,2,6,0,4,3,3,4.0,1.0,3.0
46,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1476,Female,4,Research Director,Married,40710,3.0,13,0,28.0,5,7,7,7,3,3,3.0,2.0,2.0
28,1,Travel_Rarely,Research & Development,11,2,Medical,1477,Male,2,Sales Executive,Single,58130,2.0,20,1,5.0,2,0,0,0,3,4,3.0,3.0,1.0
29,0,Travel_Rarely,Research & Development,18,3,Life Sciences,1478,Male,2,Sales Executive,Married,31430,2.0,22,3,10.0,2,0,0,0,3,4,1.0,2.0,3.0
31,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1479,Male,3,Laboratory Technician,Married,20440,0.0,21,0,10.0,2,9,7,8,3,4,2.0,4.0,3.0
25,0,Non-Travel,Research & Development,7,4,Medical,1480,Female,4,Laboratory Technician,Divorced,134640,1.0,13,1,6.0,2,6,1,5,3,3,2.0,1.0,3.0
45,0,Travel_Rarely,Research & Development,17,2,Medical,1481,Male,2,Laboratory Technician,Married,79910,0.0,13,2,21.0,2,20,4,10,2,3,3.0,4.0,3.0
36,0,Travel_Rarely,Research & Development,28,1,Life Sciences,1482,Male,1,Laboratory Technician,Married,33770,0.0,12,2,16.0,2,15,10,11,3,3,4.0,4.0,3.0
55,0,Travel_Rarely,Research & Development,14,4,Life Sciences,1483,Female,1,Sales Executive,Single,55380,0.0,17,0,37.0,2,36,4,13,3,3,4.0,1.0,3.0
47,1,Non-Travel,Research & Development,1,1,Medical,1484,Male,1,Research Scientist,Married,57620,1.0,11,2,10.0,4,10,9,9,2,3,1.0,2.0,2.0
28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1485,Male,1,Manufacturing Director,Married,25920,1.0,14,0,5.0,2,5,0,4,3,3,4.0,4.0,2.0
37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1486,Male,2,Healthcare Representative,Married,53460,4.0,11,0,7.0,2,5,0,1,3,3,3.0,4.0,4.0
21,0,Travel_Rarely,Research & Development,3,2,Life Sciences,1487,Male,1,Laboratory Technician,Single,42130,1.0,12,3,3.0,3,3,1,0,2,3,4.0,3.0,4.0
37,0,Non-Travel,Research & Development,1,3,Medical,1488,Male,2,Sales Executive,Divorced,41270,2.0,13,1,15.0,2,5,0,2,3,3,1.0,4.0,3.0
35,0,Travel_Rarely,Sales,7,4,Life Sciences,1489,Male,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2,3,2.0,2.0,2.0
38,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1490,Female,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,3,3,1.0,1.0,3.0
26,0,Travel_Frequently,Research & Development,1,4,Other,1491,Male,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3,3,3.0,2.0,1.0
50,0,Travel_Rarely,Sales,8,4,Life Sciences,1492,Male,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,2,4,1.0,2.0,2.0
53,0,Travel_Rarely,Research & Development,11,4,Life Sciences,1493,Female,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3,3,3.0,3.0,2.0
42,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1494,Male,1,Manufacturing Director,Married,89260,1.0,14,0,20.0,4,20,11,6,1,3,2.0,3.0,3.0
29,0,Travel_Frequently,Research & Development,16,4,Medical,1495,Male,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,3,3,2.0,4.0,2.0
55,0,Travel_Rarely,Research & Development,1,4,Other,1496,Female,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,3,3,2.0,4.0,3.0
26,0,Travel_Frequently,Research & Development,9,3,Life Sciences,1497,Female,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,3,4,1.0,1.0,3.0
37,0,Travel_Rarely,Sales,5,1,Marketing,1498,Male,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,3,3,4.0,4.0,3.0
44,1,Travel_Frequently,Research & Development,1,2,Medical,1499,Male,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,2,3,4.0,3.0,1.0
38,0,Travel_Rarely,Sales,2,3,Marketing,1500,Female,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,2,3,4.0,4.0,3.0
26,1,Travel_Rarely,Research & Development,4,3,Medical,1501,Male,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,2,3,1.0,2.0,3.0
28,0,Travel_Rarely,Research & Development,7,3,Other,1502,Male,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,2,3,4.0,4.0,3.0
49,0,Travel_Frequently,Research & Development,1,1,Medical,1503,Female,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3,3,3.0,1.0,3.0
36,0,Travel_Rarely,Sales,5,3,Technical Degree,1504,Male,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3,3,3.0,2.0,3.0
31,0,Travel_Frequently,Research & Development,9,4,Medical,1505,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,3,3,4.0,2.0,2.0
26,1,Travel_Rarely,Research & Development,8,3,Medical,1506,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,3,3,4.0,4.0,3.0
37,0,Travel_Frequently,Sales,9,1,Marketing,1507,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,3,3,2.0,4.0,2.0
42,0,Travel_Frequently,Sales,2,2,Marketing,1508,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3,3,3.0,2.0,4.0
18,1,Travel_Rarely,Research & Development,1,4,Life Sciences,1509,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,2,3,3.0,3.0,3.0
35,0,Travel_Rarely,Sales,20,2,Life Sciences,1510,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,2,3,3.0,2.0,2.0
36,0,Travel_Frequently,Research & Development,8,3,Other,1511,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,2,3,3.0,4.0,3.0
51,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1512,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,2,3,4.0,2.0,3.0
41,0,Travel_Rarely,Research & Development,29,1,Life Sciences,1513,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,3,3,4.0,2.0,3.0
18,0,Travel_Rarely,Sales,7,3,Life Sciences,1514,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,3,3,4.0,3.0,3.0
28,0,Travel_Rarely,Research & Development,9,3,Medical,1515,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2,4,2.0,1.0,3.0
31,0,Travel_Rarely,Research & Development,8,1,Technical Degree,1516,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,3,3,2.0,4.0,2.0
39,0,Travel_Rarely,Sales,5,4,Marketing,1517,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3,4,3.0,4.0,2.0
36,0,Non-Travel,Research & Development,5,4,Life Sciences,1518,Male,1,Sales Executive,Married,85780,7.0,21,0,10.0,4,9,0,8,3,4,2.0,2.0,3.0
32,0,Travel_Rarely,Sales,2,3,Marketing,1519,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,3,4,4.0,3.0,2.0
38,0,Travel_Rarely,Research & Development,5,2,Life Sciences,1520,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,2,3,1.0,2.0,3.0
58,0,Non-Travel,Research & Development,2,3,Life Sciences,1521,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,2,3,4.0,3.0,3.0
31,0,Travel_Rarely,Research & Development,20,1,Technical Degree,1522,Female,3,Research Scientist,Married,99070,2.0,13,1,6.0,3,5,0,3,2,3,3.0,4.0,3.0
31,0,Travel_Rarely,Sales,7,4,Marketing,1523,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,3,4,1.0,1.0,3.0
45,0,Travel_Frequently,Research & Development,3,1,Medical,1524,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,3,3,1.0,1.0,3.0
31,0,Travel_Rarely,Sales,16,4,Marketing,1525,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3,3,3.0,4.0,1.0
33,0,Travel_Frequently,Research & Development,9,3,Life Sciences,1526,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,3,3,4.0,2.0,3.0
39,0,Travel_Rarely,Sales,1,4,Life Sciences,1527,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3,4,3.0,1.0,3.0
43,0,Travel_Frequently,Research & Development,7,4,Medical,1528,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3,3,3.0,4.0,3.0
49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1529,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3,4,3.0,3.0,3.0
52,1,Travel_Rarely,Research & Development,7,1,Life Sciences,1530,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3,3,3.0,2.0,2.0
27,0,Travel_Rarely,Research & Development,15,4,Medical,1531,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3,4,3.0,2.0,2.0
32,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1532,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,4,3,3.0,2.0,3.0
27,0,Travel_Rarely,Research & Development,13,2,Medical,1533,Female,4,Research Director,Single,28560,1.0,12,2,5.0,5,5,0,4,4,3,4.0,3.0,3.0
31,0,Travel_Rarely,Sales,24,3,Life Sciences,1534,Male,2,Healthcare Representative,Divorced,10810,4.0,11,3,13.0,4,7,1,7,4,3,4.0,4.0,3.0
32,0,Travel_Rarely,Research & Development,7,3,Technical Degree,1535,Male,2,Healthcare Representative,Single,24720,7.0,13,0,10.0,2,7,0,7,3,3,1.0,4.0,2.0
28,1,Travel_Rarely,Research & Development,9,4,Medical,1536,Male,1,Sales Executive,Married,56730,5.0,14,1,5.0,4,3,2,2,2,3,1.0,4.0,2.0
30,0,Travel_Rarely,Research & Development,13,3,Life Sciences,1537,Female,4,Research Director,Married,41970,1.0,13,0,11.0,3,10,1,9,3,3,4.0,4.0,3.0
31,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1538,Female,1,Manager,Married,97130,1.0,17,0,10.0,5,10,8,9,2,3,3.0,3.0,3.0
39,0,Travel_Frequently,Research & Development,19,4,Medical,1539,Female,1,Research Scientist,Married,20620,1.0,13,0,21.0,4,21,13,3,3,3,3.0,4.0,3.0
39,1,Travel_Rarely,Research & Development,1,1,Medical,1540,Female,1,Laboratory Technician,Married,42840,4.0,17,1,12.0,0,1,0,0,3,3,4.0,3.0,2.0
33,0,Travel_Frequently,Sales,4,2,Life Sciences,1541,Male,4,Research Scientist,Single,47880,3.0,11,1,9.0,0,7,0,1,3,3,2.0,4.0,2.0
47,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1542,Female,2,Healthcare Representative,Married,59060,4.0,23,0,21.0,4,3,1,1,4,4,4.0,3.0,3.0
43,0,Travel_Frequently,Research & Development,14,3,Medical,1543,Female,5,Research Director,Divorced,38860,1.0,17,2,9.0,2,9,0,0,3,3,3.0,3.0,4.0
27,0,Non-Travel,Research & Development,2,3,Life Sciences,1544,Male,1,Research Director,Married,168230,0.0,17,0,6.0,3,5,1,4,3,3,3.0,2.0,3.0
54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,1545,Male,2,Research Scientist,Single,29330,3.0,12,2,20.0,2,4,0,3,3,3,4.0,3.0,2.0
43,0,Travel_Rarely,Research & Development,7,2,Life Sciences,1546,Female,2,Manager,Married,65000,8.0,23,0,10.0,3,1,0,0,3,4,3.0,1.0,2.0
45,0,Travel_Rarely,Sales,3,1,Marketing,1547,Female,1,Sales Executive,Married,171740,9.0,14,1,12.0,6,10,9,8,3,3,4.0,4.0,3.0
40,0,Travel_Rarely,Research & Development,2,4,Other,1548,Male,4,Research Scientist,Married,50330,2.0,14,2,6.0,6,4,0,2,3,3,2.0,4.0,2.0
29,1,Travel_Rarely,Research & Development,29,3,Medical,1549,Female,1,Research Scientist,Married,23070,1.0,13,1,7.0,0,7,0,7,3,3,2.0,1.0,2.0
29,0,Travel_Rarely,Human Resources,8,3,Medical,1550,Male,3,Sales Representative,Single,25870,0.0,22,2,4.0,3,3,2,2,3,4,2.0,4.0,3.0
30,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1551,Male,2,Research Scientist,Divorced,55070,1.0,12,2,10.0,2,10,1,2,2,3,4.0,3.0,3.0
27,0,Travel_Rarely,Research & Development,11,2,Medical,1552,Male,1,Manager,Married,43930,1.0,18,1,8.0,2,8,0,7,2,3,2.0,2.0,3.0
37,0,Travel_Rarely,Sales,1,4,Life Sciences,1553,Male,2,Healthcare Representative,Divorced,133480,7.0,14,0,8.0,4,6,0,4,3,3,4.0,4.0,2.0
38,0,Travel_Rarely,Research & Development,28,4,Medical,1554,Male,1,Laboratory Technician,Divorced,65830,0.0,12,0,12.0,1,11,2,9,3,3,3.0,4.0,3.0
31,0,Travel_Rarely,Research & Development,6,3,Medical,1555,Female,3,Manager,Single,81030,1.0,15,1,11.0,5,11,4,10,3,3,3.0,4.0,2.0
29,0,Travel_Rarely,Research & Development,3,4,Life Sciences,1556,Male,3,Sales Executive,Divorced,39780,1.0,11,0,7.0,0,7,1,7,3,3,4.0,2.0,3.0
35,0,Travel_Rarely,Sales,16,2,Technical Degree,1557,Male,3,Manager,Single,25440,0.0,13,1,17.0,3,16,0,13,4,3,3.0,2.0,3.0
23,0,Travel_Rarely,Research & Development,20,4,Life Sciences,1558,Male,1,Manufacturing Director,Divorced,53990,1.0,23,0,4.0,2,4,0,2,2,4,3.0,4.0,2.0
41,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1559,Female,1,Laboratory Technician,Single,54870,6.0,19,2,8.0,0,5,1,2,3,3,4.0,2.0,3.0
47,0,Travel_Frequently,Sales,1,3,Medical,1560,Female,2,Laboratory Technician,Single,68340,3.0,16,1,5.0,2,0,0,0,4,3,2.0,3.0,3.0
